90;135;135;127.5;123;136.5;136.5;101;95;90;87;82;105;101;105;100;130.5;130.5;135;91;88;91;135;132;132;98;105;87;90;90;100;99;88;85;106;94
62;93;88.5;97.5;88.5;94.5;100.5;94;94;59;65;59;101;97;96;100;91.5;97.5;93;67;63;63;103.5;94.5;102;101;99;61;69;62;99;92;68;65;99;92
92;135;135;138;135;142.5;142.5;98;95;90;94;90;101;93;100;102;133.5;141;138;95;98;95;136.5;147;148.5;99;92;89;91;90;102;95;99;92;99;96
